cellType	gene
Macrophages_FANTOM_3	ATP6V1A
Macrophages_FANTOM_3	ATP6V0A1
Macrophages_FANTOM_3	BPI
Macrophages_FANTOM_3	CHIT1
Macrophages_FANTOM_3	SLC31A1
Macrophages_FANTOM_3	CSF1
Macrophages_FANTOM_3	CYBB
Macrophages_FANTOM_3	CYP19A1
Macrophages_FANTOM_3	FDX1
Macrophages_FANTOM_3	FGR
Macrophages_FANTOM_3	HK3
Macrophages_FANTOM_3	ITGAX
Macrophages_FANTOM_3	KCNJ1
Macrophages_FANTOM_3	KCNMB1
Macrophages_FANTOM_3	CXCL9
Macrophages_FANTOM_3	MMP8
Macrophages_FANTOM_3	MMP19
Macrophages_FANTOM_3	MSR1
Macrophages_FANTOM_3	P2RX7
Macrophages_FANTOM_3	MAPK13
Macrophages_FANTOM_3	CCL1
Macrophages_FANTOM_3	CCL7
Macrophages_FANTOM_3	CCL22
Macrophages_FANTOM_3	SLC1A2
Macrophages_FANTOM_3	SLC6A12
Macrophages_FANTOM_3	SLC11A1
Macrophages_FANTOM_3	STX4
Macrophages_FANTOM_3	NUMB
Macrophages_FANTOM_3	MARCO
Macrophages_FANTOM_3	CD164
Macrophages_FANTOM_3	CD84
Macrophages_FANTOM_3	CD163
Macrophages_FANTOM_3	CIR1
Macrophages_FANTOM_3	ARHGEF11
Macrophages_FANTOM_3	BCAP31
Macrophages_FANTOM_3	ATP6AP2
Macrophages_FANTOM_3	SDS
Macrophages_FANTOM_3	LILRB4
Macrophages_FANTOM_3	VSIG4
Macrophages_FANTOM_3	FKBP15
Macrophages_FANTOM_3	NCAPH
Macrophages_FANTOM_3	CLEC5A
Macrophages_FANTOM_3	ADAMDEC1
Macrophages_FANTOM_3	ATP6V1H
Macrophages_FANTOM_3	PQLC2
Macrophages_FANTOM_3	CCDC88A
Macrophages_FANTOM_3	PCDHB11
Macrophages_FANTOM_3	SLAMF8
Macrophages_FANTOM_3	HAMP
Macrophages_FANTOM_3	DNASE2B
Macrophages_FANTOM_3	MYOZ1
Macrophages_FANTOM_3	LONRF3
Macrophages_FANTOM_3	MFSD7
Macrophages_HPCA_1	ACADVL
Macrophages_HPCA_1	ACP2
Macrophages_HPCA_1	ARSB
Macrophages_HPCA_1	ATP6V1A
Macrophages_HPCA_1	ATP6V0C
Macrophages_HPCA_1	ATP6V1C1
Macrophages_HPCA_1	CD63
Macrophages_HPCA_1	CETN2
Macrophages_HPCA_1	CCR1
Macrophages_HPCA_1	SLC31A1
Macrophages_HPCA_1	COX5B
Macrophages_HPCA_1	COX15
Macrophages_HPCA_1	CYBB
Macrophages_HPCA_1	DBI
Macrophages_HPCA_1	ECHS1
Macrophages_HPCA_1	FDX1
Macrophages_HPCA_1	GRB2
Macrophages_HPCA_1	HADHB
Macrophages_HPCA_1	HEXA
Macrophages_HPCA_1	HEXB
Macrophages_HPCA_1	HK3
Macrophages_HPCA_1	HMGCL
Macrophages_HPCA_1	ITGAX
Macrophages_HPCA_1	KIFC3
Macrophages_HPCA_1	TNPO1
Macrophages_HPCA_1	LAIR1
Macrophages_HPCA_1	LAMP1
Macrophages_HPCA_1	MGST3
Macrophages_HPCA_1	MSR1
Macrophages_HPCA_1	NARS
Macrophages_HPCA_1	NDUFA8
Macrophages_HPCA_1	NDUFB6
Macrophages_HPCA_1	NDUFS8
Macrophages_HPCA_1	PRDX1
Macrophages_HPCA_1	PEX14
Macrophages_HPCA_1	MAPK13
Macrophages_HPCA_1	PSMD10
Macrophages_HPCA_1	PTPN12
Macrophages_HPCA_1	PEX19
Macrophages_HPCA_1	QDPR
Macrophages_HPCA_1	RAB1A
Macrophages_HPCA_1	RAB5C
Macrophages_HPCA_1	RALA
Macrophages_HPCA_1	RENBP
Macrophages_HPCA_1	CLIP1
Macrophages_HPCA_1	CCL7
Macrophages_HPCA_1	CCL18
Macrophages_HPCA_1	SDHB
Macrophages_HPCA_1	SRC
Macrophages_HPCA_1	STX4
Macrophages_HPCA_1	TCEB1
Macrophages_HPCA_1	MLX
Macrophages_HPCA_1	TRAF3
Macrophages_HPCA_1	NSMAF
Macrophages_HPCA_1	AGPS
Macrophages_HPCA_1	MARCO
Macrophages_HPCA_1	SNX4
Macrophages_HPCA_1	ATP6V1F
Macrophages_HPCA_1	LONP1
Macrophages_HPCA_1	GSTO1
Macrophages_HPCA_1	BAG3
Macrophages_HPCA_1	CIR1
Macrophages_HPCA_1	FEZ2
Macrophages_HPCA_1	PDCD6IP
Macrophages_HPCA_1	SNUPN
Macrophages_HPCA_1	BCAP31
Macrophages_HPCA_1	STAM2
Macrophages_HPCA_1	IGSF6
Macrophages_HPCA_1	ZMPSTE24
Macrophages_HPCA_1	TMEM147
Macrophages_HPCA_1	VTI1B
Macrophages_HPCA_1	TGOLN2
Macrophages_HPCA_1	SPIN1
Macrophages_HPCA_1	LILRB4
Macrophages_HPCA_1	EMILIN1
Macrophages_HPCA_1	VSIG4
Macrophages_HPCA_1	EFR3A
Macrophages_HPCA_1	FKBP15
Macrophages_HPCA_1	CLEC5A
Macrophages_HPCA_1	IBTK
Macrophages_HPCA_1	NPTN
Macrophages_HPCA_1	ATP2C1
Macrophages_HPCA_1	SIGLEC9
Macrophages_HPCA_1	ADAMDEC1
Macrophages_HPCA_1	CNIH4
Macrophages_HPCA_1	GLRX2
Macrophages_HPCA_1	DERA
Macrophages_HPCA_1	NDUFAF1
Macrophages_HPCA_1	HSD17B12
Macrophages_HPCA_1	ZDHHC3
Macrophages_HPCA_1	TNFRSF12A
Macrophages_HPCA_1	MS4A4A
Macrophages_HPCA_1	ATP6V1D
Macrophages_HPCA_1	ATP6V1H
Macrophages_HPCA_1	TMBIM4
Macrophages_HPCA_1	STYXL1
Macrophages_HPCA_1	BTBD1
Macrophages_HPCA_1	NUDT9
Macrophages_HPCA_1	TMEM33
Macrophages_HPCA_1	NOP10
Macrophages_HPCA_1	TMEM127
Macrophages_HPCA_1	ACTR10
Macrophages_HPCA_1	KCMF1
Macrophages_HPCA_1	TULP4
Macrophages_HPCA_1	C12orf4
Macrophages_HPCA_1	RTN4
Macrophages_HPCA_1	MKL2
Macrophages_HPCA_1	HAMP
Macrophages_HPCA_1	DNASE2B
Macrophages_HPCA_1	KLHL12
Macrophages_HPCA_1	NSUN3
Macrophages_HPCA_1	ELOVL1
Macrophages_HPCA_1	SLC30A5
Macrophages_HPCA_1	MAPKAP1
Macrophages_HPCA_1	LONRF3
Macrophages_HPCA_1	TCEAL4
Macrophages_HPCA_1	CHD9
Macrophages_HPCA_1	TM2D1
Macrophages_HPCA_1	MFSD7
Macrophages_HPCA_1	G6PC3
Macrophages_HPCA_1	TBC1D16
Macrophages_HPCA_1	SEPT10
Macrophages_HPCA_1	ZDHHC24
Macrophages_HPCA_2	ACP2
Macrophages_HPCA_2	ARSB
Macrophages_HPCA_2	ATP6V1A
Macrophages_HPCA_2	ATP6V0C
Macrophages_HPCA_2	ATP6V1C1
Macrophages_HPCA_2	CD63
Macrophages_HPCA_2	CETN2
Macrophages_HPCA_2	CCR1
Macrophages_HPCA_2	SLC31A1
Macrophages_HPCA_2	COX5B
Macrophages_HPCA_2	COX15
Macrophages_HPCA_2	CYBB
Macrophages_HPCA_2	DBI
Macrophages_HPCA_2	ECHS1
Macrophages_HPCA_2	FDX1
Macrophages_HPCA_2	HEXB
Macrophages_HPCA_2	LAIR1
Macrophages_HPCA_2	LAMP1
Macrophages_HPCA_2	MGST3
Macrophages_HPCA_2	MSR1
Macrophages_HPCA_2	NDUFA8
Macrophages_HPCA_2	NDUFS8
Macrophages_HPCA_2	PRDX1
Macrophages_HPCA_2	MAPK13
Macrophages_HPCA_2	PSMD10
Macrophages_HPCA_2	PTPN12
Macrophages_HPCA_2	PEX19
Macrophages_HPCA_2	RAB1A
Macrophages_HPCA_2	RALA
Macrophages_HPCA_2	RENBP
Macrophages_HPCA_2	CCL7
Macrophages_HPCA_2	SDHB
Macrophages_HPCA_2	STX4
Macrophages_HPCA_2	TCEB1
Macrophages_HPCA_2	MLX
Macrophages_HPCA_2	TRAF3
Macrophages_HPCA_2	NSMAF
Macrophages_HPCA_2	AGPS
Macrophages_HPCA_2	MARCO
Macrophages_HPCA_2	ATP6V1F
Macrophages_HPCA_2	GSTO1
Macrophages_HPCA_2	BCAP31
Macrophages_HPCA_2	IGSF6
Macrophages_HPCA_2	TMEM147
Macrophages_HPCA_2	VTI1B
Macrophages_HPCA_2	LILRB4
Macrophages_HPCA_2	EMILIN1
Macrophages_HPCA_2	VSIG4
Macrophages_HPCA_2	EFR3A
Macrophages_HPCA_2	CLEC5A
Macrophages_HPCA_2	NPTN
Macrophages_HPCA_2	ATP2C1
Macrophages_HPCA_2	SIGLEC9
Macrophages_HPCA_2	ADAMDEC1
Macrophages_HPCA_2	CNIH4
Macrophages_HPCA_2	GLRX2
Macrophages_HPCA_2	DERA
Macrophages_HPCA_2	NDUFAF1
Macrophages_HPCA_2	ZDHHC3
Macrophages_HPCA_2	TNFRSF12A
Macrophages_HPCA_2	MS4A4A
Macrophages_HPCA_2	ATP6V1D
Macrophages_HPCA_2	ATP6V1H
Macrophages_HPCA_2	NUDT9
Macrophages_HPCA_2	TMEM33
Macrophages_HPCA_2	C12orf4
Macrophages_HPCA_2	RTN4
Macrophages_HPCA_2	HAMP
Macrophages_HPCA_2	DNASE2B
Macrophages_HPCA_2	ELOVL1
Macrophages_HPCA_2	SLC30A5
Macrophages_HPCA_2	MAPKAP1
Macrophages_HPCA_2	LONRF3
Macrophages_HPCA_2	MFSD7
Macrophages_HPCA_2	G6PC3
Macrophages_HPCA_2	TBC1D16
Macrophages_HPCA_2	SEPT10
Macrophages_HPCA_2	ZDHHC24
Macrophages_HPCA_3	ACADVL
Macrophages_HPCA_3	ACP2
Macrophages_HPCA_3	ARSB
Macrophages_HPCA_3	ATP6V1A
Macrophages_HPCA_3	ATP6V0C
Macrophages_HPCA_3	ATP6V1C1
Macrophages_HPCA_3	CD63
Macrophages_HPCA_3	CETN2
Macrophages_HPCA_3	CCR1
Macrophages_HPCA_3	SLC31A1
Macrophages_HPCA_3	COX5B
Macrophages_HPCA_3	COX15
Macrophages_HPCA_3	CYBB
Macrophages_HPCA_3	DBI
Macrophages_HPCA_3	ECHS1
Macrophages_HPCA_3	FDX1
Macrophages_HPCA_3	GRB2
Macrophages_HPCA_3	HADHB
Macrophages_HPCA_3	HCCS
Macrophages_HPCA_3	HEXA
Macrophages_HPCA_3	HEXB
Macrophages_HPCA_3	HK3
Macrophages_HPCA_3	HMGCL
Macrophages_HPCA_3	ITGAX
Macrophages_HPCA_3	TNPO1
Macrophages_HPCA_3	LAIR1
Macrophages_HPCA_3	LAMP1
Macrophages_HPCA_3	MGST3
Macrophages_HPCA_3	MSR1
Macrophages_HPCA_3	NDUFA8
Macrophages_HPCA_3	NDUFS8
Macrophages_HPCA_3	PRDX1
Macrophages_HPCA_3	MAPK13
Macrophages_HPCA_3	PSMD10
Macrophages_HPCA_3	PTPN12
Macrophages_HPCA_3	PEX19
Macrophages_HPCA_3	QDPR
Macrophages_HPCA_3	RAB1A
Macrophages_HPCA_3	RALA
Macrophages_HPCA_3	RENBP
Macrophages_HPCA_3	CLIP1
Macrophages_HPCA_3	CCL7
Macrophages_HPCA_3	SDHB
Macrophages_HPCA_3	SRC
Macrophages_HPCA_3	STX4
Macrophages_HPCA_3	TCEB1
Macrophages_HPCA_3	MLX
Macrophages_HPCA_3	TRAF3
Macrophages_HPCA_3	UQCRC2
Macrophages_HPCA_3	USF2
Macrophages_HPCA_3	NSMAF
Macrophages_HPCA_3	AGPS
Macrophages_HPCA_3	MARCO
Macrophages_HPCA_3	SNX4
Macrophages_HPCA_3	ATP6V1F
Macrophages_HPCA_3	GSTO1
Macrophages_HPCA_3	PDCD6IP
Macrophages_HPCA_3	BCAP31
Macrophages_HPCA_3	STAM2
Macrophages_HPCA_3	IGSF6
Macrophages_HPCA_3	ZMPSTE24
Macrophages_HPCA_3	CEPT1
Macrophages_HPCA_3	TMEM147
Macrophages_HPCA_3	VTI1B
Macrophages_HPCA_3	TGOLN2
Macrophages_HPCA_3	SPIN1
Macrophages_HPCA_3	LILRB4
Macrophages_HPCA_3	TMEM115
Macrophages_HPCA_3	EMILIN1
Macrophages_HPCA_3	VSIG4
Macrophages_HPCA_3	EFR3A
Macrophages_HPCA_3	FKBP15
Macrophages_HPCA_3	CLEC5A
Macrophages_HPCA_3	NPTN
Macrophages_HPCA_3	ATP2C1
Macrophages_HPCA_3	TRAPPC3
Macrophages_HPCA_3	SIGLEC9
Macrophages_HPCA_3	ADAMDEC1
Macrophages_HPCA_3	CNIH4
Macrophages_HPCA_3	SLC25A24
Macrophages_HPCA_3	GLRX2
Macrophages_HPCA_3	DERA
Macrophages_HPCA_3	NDUFAF1
Macrophages_HPCA_3	ZDHHC3
Macrophages_HPCA_3	TNFRSF12A
Macrophages_HPCA_3	MS4A4A
Macrophages_HPCA_3	ATP6V1D
Macrophages_HPCA_3	ATP6V1H
Macrophages_HPCA_3	BTBD1
Macrophages_HPCA_3	NUDT9
Macrophages_HPCA_3	TMEM33
Macrophages_HPCA_3	TMEM127
Macrophages_HPCA_3	ACTR10
Macrophages_HPCA_3	KCMF1
Macrophages_HPCA_3	TULP4
Macrophages_HPCA_3	C12orf4
Macrophages_HPCA_3	RTN4
Macrophages_HPCA_3	MKL2
Macrophages_HPCA_3	HAMP
Macrophages_HPCA_3	DNASE2B
Macrophages_HPCA_3	NSUN3
Macrophages_HPCA_3	ELOVL1
Macrophages_HPCA_3	SLC30A5
Macrophages_HPCA_3	C7orf25
Macrophages_HPCA_3	MAPKAP1
Macrophages_HPCA_3	PANK3
Macrophages_HPCA_3	LONRF3
Macrophages_HPCA_3	TM2D1
Macrophages_HPCA_3	MFSD7
Macrophages_HPCA_3	SETD3
Macrophages_HPCA_3	G6PC3
Macrophages_HPCA_3	TBC1D16
Macrophages_HPCA_3	SEPT10
Macrophages_HPCA_3	ZDHHC24
Macrophages_IRIS_1	ACP2
Macrophages_IRIS_1	ADCY3
Macrophages_IRIS_1	ABCD1
Macrophages_IRIS_1	ATP6V1A
Macrophages_IRIS_1	CHIT1
Macrophages_IRIS_1	CLCN7
Macrophages_IRIS_1	TPP1
Macrophages_IRIS_1	SLC31A1
Macrophages_IRIS_1	COX5B
Macrophages_IRIS_1	CYP19A1
Macrophages_IRIS_1	FDX1
Macrophages_IRIS_1	HEXA
Macrophages_IRIS_1	HK3
Macrophages_IRIS_1	KCNJ1
Macrophages_IRIS_1	M6PR
Macrophages_IRIS_1	MSR1
Macrophages_IRIS_1	SLC6A12
Macrophages_IRIS_1	CD164
Macrophages_IRIS_1	CD84
Macrophages_IRIS_1	LONP1
Macrophages_IRIS_1	ATP6AP2
Macrophages_IRIS_1	TGOLN2
Macrophages_IRIS_1	SDS
Macrophages_IRIS_1	LILRB4
Macrophages_IRIS_1	VSIG4
Macrophages_IRIS_1	FKBP15
Macrophages_IRIS_1	CLEC5A
Macrophages_IRIS_1	ADAMDEC1
Macrophages_IRIS_1	ATP6V1H
Macrophages_IRIS_1	STX18
Macrophages_IRIS_1	PQLC2
Macrophages_IRIS_1	DNASE2B
Macrophages_IRIS_1	MYOZ1
Macrophages_IRIS_1	SLC30A5
Macrophages_IRIS_1	LONRF3
Macrophages_IRIS_1	MFSD7
Macrophages_IRIS_1	LDHAL6B
Macrophages_IRIS_2	ACP2
Macrophages_IRIS_2	ADCY3
Macrophages_IRIS_2	ALCAM
Macrophages_IRIS_2	ABCD1
Macrophages_IRIS_2	ARSB
Macrophages_IRIS_2	ATOX1
Macrophages_IRIS_2	ATP6V1A
Macrophages_IRIS_2	ATP6V0C
Macrophages_IRIS_2	ATP6V1E1
Macrophages_IRIS_2	ATP6V0A1
Macrophages_IRIS_2	BPI
Macrophages_IRIS_2	TSPO
Macrophages_IRIS_2	CD63
Macrophages_IRIS_2	CHIT1
Macrophages_IRIS_2	CLCN7
Macrophages_IRIS_2	TPP1
Macrophages_IRIS_2	SLC31A1
Macrophages_IRIS_2	COX5B
Macrophages_IRIS_2	CSF1
Macrophages_IRIS_2	CYBB
Macrophages_IRIS_2	CYP19A1
Macrophages_IRIS_2	FDX1
Macrophages_IRIS_2	HTT
Macrophages_IRIS_2	HEXA
Macrophages_IRIS_2	HK3
Macrophages_IRIS_2	ITGAX
Macrophages_IRIS_2	KCNJ1
Macrophages_IRIS_2	LAMP1
Macrophages_IRIS_2	M6PR
Macrophages_IRIS_2	MMP19
Macrophages_IRIS_2	MSR1
Macrophages_IRIS_2	MTHFR
Macrophages_IRIS_2	P2RX7
Macrophages_IRIS_2	MAPK13
Macrophages_IRIS_2	PTPRA
Macrophages_IRIS_2	RABGGTA
Macrophages_IRIS_2	SLC1A2
Macrophages_IRIS_2	SLC6A12
Macrophages_IRIS_2	STX4
Macrophages_IRIS_2	TCEB1
Macrophages_IRIS_2	NUMB
Macrophages_IRIS_2	CD164
Macrophages_IRIS_2	CD84
Macrophages_IRIS_2	LONP1
Macrophages_IRIS_2	CPNE6
Macrophages_IRIS_2	CIR1
Macrophages_IRIS_2	TTLL4
Macrophages_IRIS_2	ARHGEF11
Macrophages_IRIS_2	BCAP31
Macrophages_IRIS_2	ATP6AP2
Macrophages_IRIS_2	TGOLN2
Macrophages_IRIS_2	SDS
Macrophages_IRIS_2	LILRB4
Macrophages_IRIS_2	VSIG4
Macrophages_IRIS_2	FKBP15
Macrophages_IRIS_2	CLEC5A
Macrophages_IRIS_2	IL17RA
Macrophages_IRIS_2	ADAMDEC1
Macrophages_IRIS_2	NRBP1
Macrophages_IRIS_2	SH3GLB1
Macrophages_IRIS_2	ATP6V1H
Macrophages_IRIS_2	STX18
Macrophages_IRIS_2	PQLC2
Macrophages_IRIS_2	TMEM33
Macrophages_IRIS_2	SLC38A7
Macrophages_IRIS_2	VPS53
Macrophages_IRIS_2	CCDC88A
Macrophages_IRIS_2	SLAMF8
Macrophages_IRIS_2	HAMP
Macrophages_IRIS_2	DNASE2B
Macrophages_IRIS_2	MYOZ1
Macrophages_IRIS_2	MTMR14
Macrophages_IRIS_2	SLC30A5
Macrophages_IRIS_2	MUL1
Macrophages_IRIS_2	C12orf49
Macrophages_IRIS_2	LONRF3
Macrophages_IRIS_2	MFSD7
Macrophages_IRIS_2	LDHAL6B
Macrophages_IRIS_2	ZDHHC24
Macrophages_IRIS_3	ACP2
Macrophages_IRIS_3	CHIT1
Macrophages_IRIS_3	CSF1
Macrophages_IRIS_3	CYP19A1
Macrophages_IRIS_3	FDX1
Macrophages_IRIS_3	HK3
Macrophages_IRIS_3	MSR1
Macrophages_IRIS_3	CCL22
Macrophages_IRIS_3	SLC6A12
Macrophages_IRIS_3	CD84
Macrophages_IRIS_3	SDS
Macrophages_IRIS_3	VSIG4
Macrophages_IRIS_3	CLEC5A
Macrophages_IRIS_3	ADAMDEC1
Macrophages_IRIS_3	HAMP
Macrophages_IRIS_3	DNASE2B
Macrophages_IRIS_3	MYOZ1
Mast cells_FANTOM_1	AMHR2
Mast cells_FANTOM_1	ANXA1
Mast cells_FANTOM_1	ANXA11
Mast cells_FANTOM_1	ATP6V1C1
Mast cells_FANTOM_1	BMPR1A
Mast cells_FANTOM_1	BTK
Mast cells_FANTOM_1	C3AR1
Mast cells_FANTOM_1	C8G
Mast cells_FANTOM_1	CASP10
Mast cells_FANTOM_1	CD22
Mast cells_FANTOM_1	CD33
Mast cells_FANTOM_1	SIGLEC6
Mast cells_FANTOM_1	CMA1
Mast cells_FANTOM_1	CPA3
Mast cells_FANTOM_1	CTSG
Mast cells_FANTOM_1	DIAPH1
Mast cells_FANTOM_1	DR1
Mast cells_FANTOM_1	MS4A2
Mast cells_FANTOM_1	GATA1
Mast cells_FANTOM_1	HDC
Mast cells_FANTOM_1	IL5
Mast cells_FANTOM_1	IL5RA
Mast cells_FANTOM_1	ITGA2B
Mast cells_FANTOM_1	KCNJ5
Mast cells_FANTOM_1	KRT1
Mast cells_FANTOM_1	LCP2
Mast cells_FANTOM_1	LTC4S
Mast cells_FANTOM_1	LYL1
Mast cells_FANTOM_1	MTR
Mast cells_FANTOM_1	NTRK1
Mast cells_FANTOM_1	OSBP
Mast cells_FANTOM_1	P2RX1
Mast cells_FANTOM_1	PAK2
Mast cells_FANTOM_1	PDE4A
Mast cells_FANTOM_1	PIK3R2
Mast cells_FANTOM_1	POLR2A
Mast cells_FANTOM_1	PPP3R1
Mast cells_FANTOM_1	PRG2
Mast cells_FANTOM_1	PRKAR1A
Mast cells_FANTOM_1	PTGDR
Mast cells_FANTOM_1	PTGER3
Mast cells_FANTOM_1	RAD23B
Mast cells_FANTOM_1	RENBP
Mast cells_FANTOM_1	RGS13
Mast cells_FANTOM_1	RXRB
Mast cells_FANTOM_1	SLC18A2
Mast cells_FANTOM_1	SNRNP70
Mast cells_FANTOM_1	SOS2
Mast cells_FANTOM_1	SYPL1
Mast cells_FANTOM_1	TADA2A
Mast cells_FANTOM_1	MAP3K7
Mast cells_FANTOM_1	TAL1
Mast cells_FANTOM_1	TEC
Mast cells_FANTOM_1	TPSAB1
Mast cells_FANTOM_1	RNF103
Mast cells_FANTOM_1	ZNF212
Mast cells_FANTOM_1	STAM
Mast cells_FANTOM_1	NDST2
Mast cells_FANTOM_1	AGPS
Mast cells_FANTOM_1	PABPC4
Mast cells_FANTOM_1	RGS11
Mast cells_FANTOM_1	CD84
Mast cells_FANTOM_1	CDC16
Mast cells_FANTOM_1	USP10
Mast cells_FANTOM_1	ZMYM4
Mast cells_FANTOM_1	WDR46
Mast cells_FANTOM_1	ZNF264
Mast cells_FANTOM_1	CTR9
Mast cells_FANTOM_1	DEPDC5
Mast cells_FANTOM_1	LRIG2
Mast cells_FANTOM_1	THRAP3
Mast cells_FANTOM_1	SNUPN
Mast cells_FANTOM_1	KLRG1
Mast cells_FANTOM_1	BAIAP2
Mast cells_FANTOM_1	HSPH1
Mast cells_FANTOM_1	SERINC3
Mast cells_FANTOM_1	IFT27
Mast cells_FANTOM_1	ATXN2L
Mast cells_FANTOM_1	U2AF2
Mast cells_FANTOM_1	ZBTB1
Mast cells_FANTOM_1	BAHD1
Mast cells_FANTOM_1	TRIM32
Mast cells_FANTOM_1	FAM120A
Mast cells_FANTOM_1	DNAJC13
Mast cells_FANTOM_1	ESYT1
Mast cells_FANTOM_1	ARHGEF12
Mast cells_FANTOM_1	ATXN10
Mast cells_FANTOM_1	UPF2
Mast cells_FANTOM_1	SPAG8
Mast cells_FANTOM_1	STAP1
Mast cells_FANTOM_1	HIBCH
Mast cells_FANTOM_1	SIGLEC7
Mast cells_FANTOM_1	SNX5
Mast cells_FANTOM_1	SIGLEC8
Mast cells_FANTOM_1	HPGDS
Mast cells_FANTOM_1	REM1
Mast cells_FANTOM_1	MRPS28
Mast cells_FANTOM_1	CPSF1
Mast cells_FANTOM_1	BET1L
Mast cells_FANTOM_1	ZBTB7A
Mast cells_FANTOM_1	NBAS
Mast cells_FANTOM_1	LAX1
Mast cells_FANTOM_1	DNAJC28
Mast cells_FANTOM_1	AGGF1
Mast cells_FANTOM_1	BTBD7
Mast cells_FANTOM_1	TTC17
Mast cells_FANTOM_1	CENPJ
Mast cells_FANTOM_1	ZNF471
Mast cells_FANTOM_1	CTDSP1
Mast cells_FANTOM_1	HRH4
Mast cells_FANTOM_1	ACBD3
Mast cells_FANTOM_1	DCLRE1B
Mast cells_FANTOM_1	ZNF426
Mast cells_FANTOM_1	MBOAT7
Mast cells_FANTOM_1	ZMYM1
Mast cells_FANTOM_1	FBXO11
Mast cells_FANTOM_1	CHD9
Mast cells_FANTOM_1	ZKSCAN3
Mast cells_FANTOM_1	C6orf25
Mast cells_FANTOM_1	FBXO38
Mast cells_FANTOM_1	MAGT1
Mast cells_FANTOM_1	USP48
Mast cells_FANTOM_1	OSBPL9
Mast cells_FANTOM_1	ZNF549
Mast cells_FANTOM_1	TIPRL
Mast cells_FANTOM_2	AMHR2
Mast cells_FANTOM_2	ANXA1
Mast cells_FANTOM_2	ANXA11
Mast cells_FANTOM_2	ATP6V1C1
Mast cells_FANTOM_2	BMPR1A
Mast cells_FANTOM_2	BTK
Mast cells_FANTOM_2	C3AR1
Mast cells_FANTOM_2	C8G
Mast cells_FANTOM_2	CASP10
Mast cells_FANTOM_2	CD22
Mast cells_FANTOM_2	SIGLEC6
Mast cells_FANTOM_2	CPA3
Mast cells_FANTOM_2	CTSG
Mast cells_FANTOM_2	DIAPH1
Mast cells_FANTOM_2	DR1
Mast cells_FANTOM_2	MS4A2
Mast cells_FANTOM_2	GATA1
Mast cells_FANTOM_2	HDC
Mast cells_FANTOM_2	IL5
Mast cells_FANTOM_2	ITGA2B
Mast cells_FANTOM_2	KCNJ5
Mast cells_FANTOM_2	KRT1
Mast cells_FANTOM_2	LCP2
Mast cells_FANTOM_2	LTC4S
Mast cells_FANTOM_2	LYL1
Mast cells_FANTOM_2	MTR
Mast cells_FANTOM_2	NTRK1
Mast cells_FANTOM_2	OSBP
Mast cells_FANTOM_2	P2RX1
Mast cells_FANTOM_2	PAK2
Mast cells_FANTOM_2	PIK3R2
Mast cells_FANTOM_2	POLR2A
Mast cells_FANTOM_2	PPP3R1
Mast cells_FANTOM_2	PRG2
Mast cells_FANTOM_2	PRKAR1A
Mast cells_FANTOM_2	PTGER3
Mast cells_FANTOM_2	RENBP
Mast cells_FANTOM_2	RGS13
Mast cells_FANTOM_2	RXRB
Mast cells_FANTOM_2	SLC18A2
Mast cells_FANTOM_2	SNRNP70
Mast cells_FANTOM_2	SYPL1
Mast cells_FANTOM_2	TADA2A
Mast cells_FANTOM_2	MAP3K7
Mast cells_FANTOM_2	TAL1
Mast cells_FANTOM_2	TEC
Mast cells_FANTOM_2	TPSAB1
Mast cells_FANTOM_2	RNF103
Mast cells_FANTOM_2	STAM
Mast cells_FANTOM_2	NDST2
Mast cells_FANTOM_2	AGPS
Mast cells_FANTOM_2	PABPC4
Mast cells_FANTOM_2	RGS11
Mast cells_FANTOM_2	CD84
Mast cells_FANTOM_2	CDC16
Mast cells_FANTOM_2	USP10
Mast cells_FANTOM_2	WDR46
Mast cells_FANTOM_2	ZNF264
Mast cells_FANTOM_2	CTR9
Mast cells_FANTOM_2	DEPDC5
Mast cells_FANTOM_2	SNUPN
Mast cells_FANTOM_2	KLRG1
Mast cells_FANTOM_2	BAIAP2
Mast cells_FANTOM_2	HSPH1
Mast cells_FANTOM_2	SERINC3
Mast cells_FANTOM_2	IFT27
Mast cells_FANTOM_2	ATXN2L
Mast cells_FANTOM_2	U2AF2
Mast cells_FANTOM_2	ZBTB1
Mast cells_FANTOM_2	FAM120A
Mast cells_FANTOM_2	DNAJC13
Mast cells_FANTOM_2	ESYT1
Mast cells_FANTOM_2	ARHGEF12
Mast cells_FANTOM_2	ATXN10
Mast cells_FANTOM_2	UPF2
Mast cells_FANTOM_2	STAP1
Mast cells_FANTOM_2	SIGLEC7
Mast cells_FANTOM_2	SNX5
Mast cells_FANTOM_2	SIGLEC8
Mast cells_FANTOM_2	HPGDS
Mast cells_FANTOM_2	REM1
Mast cells_FANTOM_2	CPSF1
Mast cells_FANTOM_2	BET1L
Mast cells_FANTOM_2	NBAS
Mast cells_FANTOM_2	LAX1
Mast cells_FANTOM_2	BTBD7
Mast cells_FANTOM_2	CENPJ
Mast cells_FANTOM_2	CTDSP1
Mast cells_FANTOM_2	HRH4
Mast cells_FANTOM_2	ACBD3
Mast cells_FANTOM_2	DCLRE1B
Mast cells_FANTOM_2	MBOAT7
Mast cells_FANTOM_2	CHD9
Mast cells_FANTOM_2	ZKSCAN3
Mast cells_FANTOM_2	C6orf25
Mast cells_FANTOM_2	USP48
Mast cells_FANTOM_2	OSBPL9
Mast cells_FANTOM_2	ZNF549
